,Entrez ID,RWR_score
185,10143,1.5202561641516873e-05
186,80835,3.2615962588668036e-06
187,55213,1.8790576003226335e-05
188,27050,2.0977946822745213e-07
189,5688,0.00014665295424480865
190,228607,1.6619649568423505e-07
191,23390,0.0001903634687025042
192,209318,1.535630522005027e-06
193,253461,2.9935260834221454e-05
194,8288,9.117911432938488e-06
195,126272,1.159306648815701e-06
196,137196,6.071102543288455e-07
197,84640,9.13809510143467e-06
198,16772,4.5986728739646283e-07
199,23992,1.1658489358703801e-07
200,10762,9.242711814991111e-05
201,1551,1.08648561666499e-06
202,2542875,2.0337687474595037e-07
203,6230,0.00014718335231395126
204,51729,4.780676557811054e-05
205,399335,9.288792714343142e-08
206,78998,5.504513222271344e-08
207,144193,1.234561106025785e-06
208,5036,0.00019827691258200638
209,10531,8.198279690839721e-05
210,9183,7.463914444985262e-05
211,11496,1.1658489358703801e-07
212,282890,6.938216803043757e-07
213,190,3.7000082716633447e-06
214,53339,7.907875449628208e-05
215,55721,2.8291522494021266e-06
216,66036,3.120186306265795e-05
217,2147,9.004423383762005e-05
218,64096,8.832656077959856e-08
219,80347,3.988286264340396e-05
220,2249,0.0002740278949498286
221,67160,3.6298015594421877e-07
222,854791,1.3289391817899979e-07
223,851025,4.286133894018812e-08
224,4961442,7.331796427932517e-07
225,51322,5.756233652631342e-05
226,23131,4.3204114908686185e-05
227,73167,3.942085201005608e-06
228,79671,0.00011160220195957719
229,220992,7.5887404688902694e-06
230,19376,2.686045834986336e-06
231,856860,3.1537838985773864e-07
232,56992,4.0729797067529386e-05
233,160622,1.1512630465703349e-05
234,2543504,2.0337687474595037e-07
235,3730,1.5190965545887212e-05
236,266645,1.2153318375870754e-07
237,854781,4.538283683448394e-07
238,100502766,7.0430760130512596e-06
239,282616,7.401128776549591e-08
240,79660,1.9571030376576205e-06
241,3361514,2.0337687474595037e-07
242,55276,0.00010529921682456848
243,27261,9.858614113634745e-08
244,60491,0.00016006118477617152
245,131601,4.146807181928554e-05
246,10558,0.00015968332189706676
247,338322,2.5712024638431287e-05
248,103504728,3.758589144793101e-07
249,219557,6.193709119613219e-08
250,11116,3.694437466156911e-05
251,84066,5.988475733604724e-06
252,3502,0.00012456913703423635
253,57037,7.57286933859188e-05
254,84065,4.96719115729013e-05
255,854016,3.010862238762227e-08
256,85450,3.8761863549164146e-05
257,284114,3.075683146959252e-06
258,10951,0.000175571743805915
259,100534012,5.504513222271344e-08
260,241134,1.9281999271927555e-07
261,74386,5.972310882613805e-07
262,3519,3.9124346558304965e-07
263,126147,1.1279613703495412e-05
264,330914,1.1397395674365235e-07
265,1952,2.651998114114732e-05
266,3362,7.945020032997545e-05
267,140465,5.503610623260214e-05
268,353143,2.837327462280766e-06
269,4961461,1.7119373863871403e-07
270,246,2.9249834346915888e-05
271,54644,9.286463887478967e-07
272,10677,4.109997445867615e-06
273,855541,1.459874150690143e-07
274,3882,1.1290831376628946e-05
275,3229,1.5303131652711247e-05
276,57460,4.8522079030222105e-05
277,80021,4.093435206734381e-05
278,2868,1.9248995720469235e-05
279,642623,3.877440664897244e-06
280,16568,2.0417862752069811e-07
281,230235,7.567070413638667e-08
282,225896,1.210312961688587e-07
283,8099,3.301149801247045e-05
284,79843,8.37630095978089e-06
285,64798,2.4576501648968994e-05
286,50852,3.3335970822558374e-06
287,25585,4.004160953375279e-07
288,855177,1.1090342183048484e-07
289,1280,9.752915635327489e-05
290,856059,1.459874150690143e-07
291,2029,4.0470875569346745e-05
292,19164,1.765260405650135e-07
293,9241,9.116225035739182e-06
294,215280,8.987944800663313e-08
295,27023,4.000982102708456e-05
296,4975,3.708662613535413e-06
297,339324,3.1587324617019335e-06
298,100126346,5.49900660632929e-07
299,27067,6.24966544295263e-05
300,83597,4.116187604123589e-06
301,1044,6.899747503829242e-06
302,854099,6.451629996021134e-08
303,51127,7.925850394736342e-06
304,440915,3.8511254384280734e-05
305,100759514,2.3594340823481893e-07
306,26280,4.734056509727728e-07
307,93183,8.304151860266918e-05
308,58473,4.422744632571188e-06
309,100862847,8.038309075201934e-08
310,1489673,1.8197910917913625e-05
311,74105,1.9281999271927555e-07
312,199,1.8987689045117064e-06
313,2886,3.7200938894415905e-05
314,57462,2.951058125167814e-05
315,463,2.9642325435869345e-05
316,124626,2.8555588174266023e-05
317,4635,2.0995223795365254e-05
318,9786,3.134721611568033e-06
319,2542651,2.0337687474595037e-07
320,55039,8.00071269286278e-06
321,17918,4.0273774752915715e-07
322,5727,0.0005986936869150885
323,19727,1.9677409645806585e-07
324,401262,2.8811070197778964e-07
325,84448,2.038436813926771e-06
326,5051,1.4224652903517995e-05
327,4000,0.0006822148000852565
328,647042,1.1962895612512304e-07
329,55861,2.2532205040178264e-05
330,850358,7.535646923082466e-07
331,5105,0.0004003023024707266
332,18573,6.535768994455396e-07
333,54704,4.6183269714293734e-05
334,54436,1.0689882254943481e-06
335,9156,1.4215587594230036e-05
336,407021,1.8245470827165628e-05
337,3612,3.526035491055167e-05
338,2616,9.931071346894089e-08
339,5983,6.280246802650526e-05
340,100533183,1.03154596117536e-07
341,1308,4.797505087564275e-06
342,649,0.00020247184888921914
343,100271836,5.534038813630072e-07
344,841785,1.4779821178150818e-07
345,11152,4.192516473896651e-05
346,25373,8.086822369502696e-08
347,685005,4.403724939168442e-08
348,166336,1.0306070783573543e-05
349,51121,8.420128230927343e-05
350,2540387,2.0337687474595037e-07
351,9196,1.2082432959007822e-05
352,395688,3.395721949164543e-06
353,855881,1.459874150690143e-07
354,855473,7.402346288399517e-08
355,192152,4.403724939168442e-08
356,92703,1.888502535588351e-05
357,53414,1.1275692914998897e-07
358,387032,1.1568819348687488e-05
359,5884,3.7760036492605234e-05
360,853169,2.2140476404618337e-07
361,6439,6.193709119613219e-08
362,100302209,5.710718701157316e-08
363,219699,4.0889937392951294e-05
364,348487,1.1482980290027592e-05
365,285141,7.94634764034926e-07
366,23549,3.211735030443197e-05
367,255324,5.34996726693144e-07
368,17837,1.3034191533894097e-07
369,113746,1.7677081317818476e-06
370,854303,1.459874150690143e-07
371,171329,4.403724939168442e-08
372,85376,2.004457889595878e-06
373,148304,1.4644714973476888e-06
374,2540975,2.0337687474595037e-07
375,55128,3.897027154240986e-05
376,85460,8.129981628971087e-07
377,84141,6.926642866635772e-06
378,2542357,2.0337687474595037e-07
379,54797,1.931167435584761e-05
380,84167,6.076452858211179e-06
381,222171,7.702865011741653e-06
382,654319,3.5821277681833605e-06
383,6170,3.825152564121713e-05
384,92715,1.069376312381887e-05
385,13388,4.809317681425559e-07
386,406951,1.3899043257650861e-05
387,856271,1.459874150690143e-07
388,6580,1.771656717480396e-05
389,11214,6.0573032334334846e-05
390,853142,2.2249152070291652e-07
391,17995,4.1021833284841114e-07
392,10221,1.0714514807386232e-05
393,94009,1.03154596117536e-07
394,23144,5.299403679279931e-05
395,91694,9.201232130446366e-06
396,850543,4.0860988640233833e-07
397,26974,4.75263918214058e-08
398,55125,6.486192449823764e-05
399,153,1.9953902731693722e-05
400,3018,0.00014878052360468426
401,390916,5.8684222944009075e-05
402,4582,0.00017211168133438994
403,288663,4.403724939168442e-08
404,9435,4.148042908763814e-06
405,3149,5.704043440792137e-05
406,9942,4.910986688996861e-06
407,1667,0.00012789035650754156
408,32045,9.224265199345305e-08
409,68183,5.670576463687025e-06
410,388199,1.396797496162949e-07
411,10352,1.3946361217490423e-05
412,7694,1.1923771105763248e-05
413,9310,7.590103618768571e-07
414,1006,9.681659760224461e-06
415,1630,2.727549216034766e-05
416,852239,3.0516028937109996e-07
417,66899,4.560250427570635e-06
418,23530,0.00014445946890260207
419,399959,1.4209566564326686e-06
420,1942,3.197398860352812e-06
421,23559,2.3317032490314723e-05
422,11177,6.986839309477204e-05
423,64344,3.871395823644727e-06
424,85016,8.86699067255971e-06
425,5283,0.00011467043235869588
426,401296,1.2676865472511164e-07
427,665,9.985204774363959e-05
428,4868,8.37638472530115e-06
429,114900,1.444075650741e-06
430,100008979,6.458158597958681e-07
431,5763,4.571150802028857e-05
432,64017,8.086822369502696e-08
433,18095,1.4140545993559849e-07
434,2540075,2.0337687474595037e-07
435,63904,9.676447338319873e-05
436,146378,2.449544301063081e-06
437,4618,1.9145801181608667e-06
438,21969,1.1275692914998897e-07
439,5096,0.0001031510522772599
440,710,9.216804710271412e-05
441,856368,2.542861249303258e-07
442,54544,6.563212957514272e-06
443,93737,1.8096214714806724e-07
444,51083,5.007953038928867e-05
445,81662,1.1462390850855564e-07
446,163882,2.011208668623873e-05
447,80142,0.00013300621840797855
448,2542465,2.0337687474595037e-07
449,790955,7.139976411308785e-06
450,25792,1.621108732940201e-05
451,285679,1.091136850259949e-06
452,12355,8.09702192886658e-07
453,400709,2.3684459030760496e-07
454,51204,8.407358535478677e-05
455,26795,1.2066213623462345e-06
456,79816,8.262808952653065e-07
457,2990,0.00011050823650037373
458,51802,5.32554237023106e-06
459,853846,4.461127673438111e-08
460,26863,3.758589144793101e-07
461,379626,9.288792714343142e-08
462,374907,3.4495081341986e-06
463,128497,1.3745753701701083e-06
464,76795,9.078464660581988e-08
465,119587,2.2444981637425925e-07
466,50780,2.7163345984483093e-07
467,5657,0.00011019444244699733
468,2703,5.0113044173923863e-05
469,444,0.0007415398463192564
470,105787,3.6904569860493664e-05
471,26869,3.758589144793101e-07
472,27297,3.709448961202554e-05
473,2994,1.528375420939142e-05
474,22949,6.556791509666616e-05
475,83886,8.724512115967438e-08
476,108679,1.6195958512844809e-06
477,442578,2.0927527110038737e-06
478,855634,2.2846951451750808e-07
479,677770,2.6412739337943112e-05
480,5457,1.0259278950250352e-06
481,29372,3.6480908793074973e-07
482,90113,8.983212034359613e-07
483,2543515,2.0337687474595037e-07
484,11176,3.9380454575637974e-05
485,23746,2.3323012368112136e-05
486,100130238,5.411918517426932e-07
487,54350,4.403724939168442e-08
488,853920,1.459874150690143e-07
489,24476,4.403724939168442e-08
490,5164,1.3976402556776743e-05
491,15078,1.3034191533894097e-07
492,58965,4.1471371377916134e-08
493,7531,0.0006004098495563746
494,283987,1.6787686632959865e-05
495,151827,2.691029130883486e-07
496,6655,1.2701632434747124e-05
497,5539,9.480526506530039e-06
498,4907,7.933263524308239e-05
499,67465,3.1867666728215423e-06
500,23633,0.00010631365314996696
501,11468,1.3034191533894097e-07
502,2678,1.3376074078015076e-05
503,2541894,2.0337687474595037e-07
504,574031,6.27707189028682e-05
505,4886,1.5131228826559454e-06
506,55129,1.913108099611889e-05
507,81688,7.919021854775288e-06
508,50617,1.0615641729732939e-05
509,6804,5.825066719517213e-05
510,60563,2.418422713349458e-07
511,53407,0.00013594672010084155
512,84203,2.7965371991301316e-06
513,83460,2.1544176196825978e-05
514,60495,5.186090899131128e-06
515,222484,3.3991779653792116e-05
516,6233,0.00016402296605207793
517,1491,4.1594970775585395e-05
518,85481,1.910244680067865e-06
519,78999,2.440659149150781e-05
520,83659,2.495767104042783e-06
521,273,1.459543535127273e-05
522,5719,0.0001669478436741157
523,57026,1.7328031889546648e-05
524,55191,2.1010792320595893e-05
525,57758,1.5015557951637507e-07
526,84908,4.3732556403435926e-05
527,26140,1.9803515921974907e-06
528,79042,2.854782386818125e-05
529,1937,0.00021843540495577335
530,390327,5.601613569109645e-07
531,246100,1.1122827758105244e-05
532,554354,3.758589144793101e-07
533,170789,1.1658489358703801e-07
534,10834,3.453725303813708e-07
535,79101,1.7420988675934198e-05
536,340385,7.014670298532561e-06
537,84417,1.5590673583120455e-06
538,54539,5.5427876978590214e-05
539,24142,1.1148381238512597e-05
540,83638,9.221789481252818e-06
541,853256,1.253314413930279e-07
542,114787,3.231155867666349e-05
543,2303,8.207466462981019e-06
544,64114,1.3726006451092367e-05
545,112495,1.6070377097950346e-05
546,619570,4.859697938754767e-07
547,6002,9.935990852707135e-06
548,24411,5.17805704621288e-07
549,126432,1.0440142604351977e-05
550,63876,4.62637484817852e-06
551,2540533,2.0337687474595037e-07
552,4821,1.482882132867016e-07
553,724075,1.1287133030606105e-07
554,1548,8.392265064035075e-07
555,242662,2.463437181153589e-08
556,100302157,5.710718701157316e-08
557,9267,1.8381670957450423e-05
558,1153,0.00011433976590267482
559,29115,4.242884331624167e-05
560,3783,5.171273909903002e-05
561,3003,1.2024187603810747e-05
562,58155,2.3277705455990432e-05
563,64167,1.5862250858798952e-05
564,9032,2.7872542489832414e-05
565,65114,6.004324053885085e-07
566,6136,0.00018306464496714068
567,167691,2.7290853696771625e-05
568,159,5.9929562429720216e-05
569,2207,4.62175094400102e-05
570,817,6.505717203418933e-05
571,99100,3.076358383678121e-05
572,114601,1.2213789054178698e-06
573,81889,6.19368782287189e-05
574,23518,2.7759310237560088e-05
575,22895,2.1745663403633313e-05
576,54843,3.1725240349062035e-06
577,17836,1.3034191533894097e-07
578,8498,3.8067473181252e-05
579,29063,4.920706140799326e-07
580,1395,9.336967594491516e-06
581,79698,1.584014246170272e-05
582,6201,0.0002015087964484836
583,28988,0.00022289771270859627
584,856413,1.459874150690143e-07
585,20595,3.9690306878781705e-05
586,10928,4.1712831606105935e-05
587,81792,3.787340899157855e-05
588,53381,1.3034191533894097e-07
589,65249,1.314043135233076e-06
590,8739,7.704244476789037e-06
591,11739,8.425669992772662e-06
592,57619,2.645212535177106e-05
593,854205,4.0860988640233833e-07
594,282004,1.4619187960349978e-07
595,55745,1.188715589910623e-06
596,225027,2.2478233424338346e-07
597,26358,2.0977946822745213e-07
598,22974,4.1593777172418725e-05
599,850643,1.459874150690143e-07
600,2898,8.727261653879896e-06
601,54900,8.338923178705682e-07
602,2542369,2.0337687474595037e-07
603,71710,2.1627919863038254e-06
604,729438,3.968438622802529e-06
605,200576,3.624549046755976e-05
606,854038,9.30371663667417e-08
607,7764,2.7386091672438082e-05
608,856027,1.459874150690143e-07
609,115825,3.6366732783085962e-06
610,54675,1.5253222266527538e-06
611,122664,2.5230957851923877e-06
612,3361412,2.0337687474595037e-07
613,1233,3.496266168139521e-05
614,440695,5.37869146369664e-08
615,645811,1.694607994749114e-06
616,5871,6.295128116101519e-05
617,2539928,2.0337687474595037e-07
618,54777,1.9729721050655645e-06
619,22834,2.0026817699205153e-06
620,677841,1.0901797099703444e-06
621,56480,1.8665479536713187e-06
622,388611,1.898426001733694e-06
623,28896,1.4616755998662367e-06
624,84332,7.69000594502969e-06
625,1489075,4.5665566410203725e-07
626,216152,1.9281999271927555e-07
627,80129,2.0551033508123873e-06
628,80145,6.323219824548998e-05
629,19899,5.73325816443378e-07
630,296480,4.403724939168442e-08
631,246331,8.086822369502696e-08
632,51196,7.36074530116163e-06
633,51386,0.00011173964611422466
634,154790,3.725784005787436e-06
635,5476,4.552674958068015e-05
636,92312,1.749545782390739e-05
637,4731,0.00012689294715989596
638,63958,2.7194385254558746e-07
639,2037,0.0001616672431870573
640,85379,6.796154848064162e-05
641,213311,1.6102029285435838e-07
642,548594,1.8620819993229648e-07
643,69408,1.0714954699657457e-05
644,7975,1.4954719651886932e-05
645,11081,3.020850288534496e-06
646,51065,7.90546030639983e-05
647,30707,1.1462390850855564e-07
648,150962,8.58626747398373e-07
649,8809,6.089739362154045e-07
650,79986,1.9291175155596733e-07
651,57905,1.8336869978460907e-06
652,440452,6.615432820851491e-06
653,100505385,5.49900660632929e-07
654,257019,2.4124740478624412e-05
655,317396,1.142621447105369e-06
656,10555,2.9141993618557347e-05
657,100132803,2.9387202840939524e-07
658,55304,1.541844838795819e-06
659,140870,1.1314149998686907e-05
660,57547,3.1528528794995662e-06
661,54542,0.0002347101905789742
662,84281,2.4202841449892947e-06
663,284485,2.2699003598133903e-06
664,2541863,2.4807756690420364e-07
665,92840,7.88954396152156e-05
666,53421,1.1462390850855564e-07
667,3361377,2.0337687474595037e-07
668,16180,1.9595046418242866e-07
669,283985,1.3459482077398887e-06
670,4829,4.7021840127383554e-07
671,56942,1.6325728810266417e-05
672,838633,1.0745886145701211e-07
673,23,7.968321696991315e-05
674,287931,9.318569534092411e-08
675,57649,1.743774481300293e-05
676,1869,0.00012029750876949358
677,79778,3.164186349544779e-06
678,8708,3.3472880744832956e-07
679,56550,2.0680187487187647e-07
680,341567,1.940550351820001e-05
681,852042,2.6497617817729267e-07
682,8362,1.4806235845794371e-05
683,10962,8.958089833879831e-06
684,406906,1.2610288022162232e-05
685,851461,1.459874150690143e-07
686,730211,2.8505967207082402e-05
687,114515,1.5080490992004215e-07
688,100327240,2.668904302284228e-07
689,100363860,4.403724939168442e-08
690,545156,7.00900273253556e-08
691,54681,1.6945292378142863e-05
692,504189,6.269802548382229e-08
693,121053,4.732277963160283e-06
694,167555,1.0826310642573907e-07
695,65945,1.3677107031455388e-07
696,74148,1.352262063286996e-05
697,16177,1.6816435445762377e-07
698,84105,2.162333911920018e-05
699,100352737,6.580793572423255e-07
700,67530,2.2846951451750808e-07
701,64840,1.4367962899771829e-06
702,8792,6.404680528795302e-06
703,3066,0.00035425016895528105
704,283450,9.570220255602278e-06
705,2541508,2.0337687474595037e-07
706,1632,6.51530736016302e-05
707,3931,1.9913167142341014e-06
708,143471,4.0195561658204474e-05
709,51438,1.2182735084655017e-05
710,259266,7.142751543315764e-05
711,25886,2.4002157909646352e-05
712,345193,3.590998077119915e-06
713,201140,3.4554533191163295e-07
714,387733,9.840950837721596e-07
715,121355,2.6712137481766155e-06
716,5387,5.629493114846739e-07
717,8555,3.6738672156027167e-05
718,100526842,2.327594243119029e-06
719,3445,1.234029506383463e-05
720,387254,7.067123528493443e-07
721,57750,1.1397395674365235e-07
722,1282,0.00010228299765811997
723,91107,2.8466371069939703e-05
724,23321,1.4229706618237288e-05
725,51090,1.9922681946269558e-05
726,852804,1.459874150690143e-07
727,10459,0.0002489736410914886
728,1179,4.880509076695999e-07
729,100631383,1.7760413561361852e-06
730,257218,2.8635894629004127e-05
731,31293,4.2049017426275356e-07
732,1487696,1.463426966906756e-07
733,10160,0.00016666907495718405
734,21372,1.820658834043498e-07
735,204962,2.3664748984084855e-05
736,56710,1.1658489358703801e-07
737,58190,9.500439738310814e-05
738,201895,3.96875187326272e-06
739,83394,2.332554702593079e-06
740,26825,4.8841462680706926e-08
741,114805,2.9975371078351972e-05
742,23671,1.9913685584656176e-06
743,9002,1.0605583781900012e-06
744,219105,3.2113894392309307e-07
745,55572,3.602251234123058e-05
746,109077,2.663932322407532e-06
747,57708,4.923185573959554e-05
748,7128,0.00012035069871884901
749,404281,3.6855198000584757e-06
750,100271715,7.676350475107533e-07
751,54342,5.257419882004688e-06
752,2542480,2.0337687474595037e-07
753,11736,8.454405813341748e-07
754,91056,1.620562880374311e-05
755,80005,0.00010455265066545646
756,4301,0.00011682265328027277
757,10002,2.8589903493591412e-06
758,54956,2.0401052697820452e-05
759,5937,0.00010450316207236504
760,136853,4.9104587051329e-06
761,374920,1.8811859959286535e-06
762,100126270,1.0704851042971541e-06
763,27433,2.764425636442028e-05
764,80035,1.03154596117536e-07
765,16881,2.7174396500673964e-07
766,130733,6.137600671546279e-07
767,84803,5.802197636922577e-05
768,52837,3.0061837870362137e-07
769,23198,4.192591619278529e-05
770,146857,2.3321950713854664e-07
771,6016,0.0003137228213642438
772,7920,0.00022464469757508217
773,1744,1.3840604026429491e-07
774,286097,6.752254071331411e-06
775,22004,1.6341586964720934e-07
776,12168,2.8181849947947986e-07
777,10472,1.0609730394503659e-05
778,117196,1.0279288340388326e-06
779,12322,1.0506906418202963e-06
780,84080,5.398665621943758e-05
781,5533,6.121806139637549e-05
782,9524,0.00014990753944846982
783,5229,4.0721840041968095e-06
784,7750,6.757906025253522e-05
785,115330,4.502536318856452e-07
786,100288778,9.72976179932746e-07
787,11197,0.00010784127312768472
788,51804,3.994697440556142e-06
789,20419,9.216754137964657e-06
790,854484,1.7691339667134018e-07
791,9446,6.959751927585217e-05
792,10721,1.022600986852317e-05
793,8761,0.00016321764882327116
794,148229,3.2091498443426e-06
795,28933,6.033568266238985e-07
796,54469,3.773259300721758e-06
797,5565,3.825146987405839e-05
798,344657,7.604317100273018e-07
799,74268,8.890012672646107e-08
800,3218,1.4579512951443714e-06
801,9205,2.9173388449490307e-05
802,25149,2.5193331955210426e-07
803,12972,3.396018071924743e-07
804,51760,1.6957888751956873e-05
805,11101,3.415307530239824e-05
806,100505705,3.032955602104818e-07
807,6128,0.0003320637214802732
808,12261,2.8419298040387122e-05
809,3991,2.639954254285323e-06
810,5212,1.5059863875552378e-06
811,664709,1.03154596117536e-07
812,84067,1.748538518838933e-05
813,3209,1.9911432875626458e-06
814,645104,9.28696344582179e-05
815,391,0.002013922744867564
816,161753,1.667285950394678e-06
817,6755,9.386530188257945e-07
818,6171,1.420966418086856e-05
819,171425,2.428887218343483e-06
820,260436,2.7978303667874717e-06
821,7769,1.4907226497558192e-06
822,79905,7.677979396710784e-06
823,67923,6.811275117419618e-06
824,79768,1.3052548715855791e-05
825,30953,1.417938709508705e-07
826,85236,5.2151910604672296e-05
827,51200,0.0001793389627770118
828,217473,3.370309127893842e-08
829,284067,1.9752253108251412e-06
830,284439,3.4877553340334246e-06
831,9301,4.100065300878387e-07
832,5892,2.2346777783527494e-05
833,23129,1.4765169502401374e-05
834,121268,8.37548211891502e-07
835,74493,3.3520930437535674e-06
836,10863,3.2483254576663725e-06
837,7099,3.6259215677508e-05
838,400360,3.273280116699689e-07
839,214791,1.1790229530176613e-07
840,80173,3.414153292188519e-05
841,387332,2.120960579288722e-06
842,23175,1.0090406999188646e-05
843,70439,9.469752885279035e-06
844,1859,0.00016189907146932895
845,8611,6.5682605012417975e-06
846,406884,1.9892708532759348e-05
847,23218,3.534154747164718e-06
848,19821,7.503984939471235e-07
849,100131196,1.1024585856041784e-07
850,57396,1.9421278553226752e-05
851,3916,0.0007130637661728561
852,176574,6.42093672675533e-08
