Compound name,Compound,Gene Symbol,ncbitaxid,RelationSign
esculetin,CP04450465,BAX,9606,inhibit
esculetin,CP04450465,HAPLN1,9606,associate
esculetin,CP04450465,COMT,9606,activate
esculetin,CP04450465,PPARG,9606,inhibit
esculetin,CP04450465,BCL2L1,9606,inhibit
esculetin,CP04450465,FAS,9606,activate
esculetin,CP04450465,BCL2,9606,activate
esculetin,CP04450465,CDK4,9606,activate
esculetin,CP04450465,agtr1a,7955,associate
esculetin,CP04450465,AGTR2,60711,associate
esculetin,CP04450465,Akt1,27457,associate
esculetin,CP04450465,ALOX15,9555,inhibit
esculetin,CP04450465,Bak1,885580,activate
esculetin,CP04450465,BAX,9925,associate
esculetin,CP04450465,BAX,9925,activate
esculetin,CP04450465,BCL2L1,9555,associate
esculetin,CP04450465,BCL2L1,9555,inhibit
esculetin,CP04450465,BID,9615,associate
esculetin,CP04450465,bmp6,244447,associate
esculetin,CP04450465,Casp3,885580,associate
esculetin,CP04450465,Casp3,885580,activate
esculetin,CP04450465,casp7,48698,associate
esculetin,CP04450465,CASP9,9555,activate
esculetin,CP04450465,CASP9,9555,associate
esculetin,CP04450465,CCL2,9796,associate
esculetin,CP04450465,CCND1,9233,inhibit
esculetin,CP04450465,Cdkn1b,885580,activate
esculetin,CP04450465,COMT,60711,associate
esculetin,CP04450465,CYCS,59729,associate
esculetin,CP04450465,LOC103133531,48698,associate
esculetin,CP04450465,faslg,48698,associate
esculetin,CP04450465,Fasn,885580,associate
esculetin,CP04450465,FN1,93934,associate
esculetin,CP04450465,G6pc,885580,associate
esculetin,CP04450465,IL6,9978,associate
esculetin,CP04450465,MAPK1,8839,associate
esculetin,CP04450465,MAPK3,60711,associate
esculetin,CP04450465,MAPK8,9233,associate
esculetin,CP04450465,MAPK8,9233,activate
esculetin,CP04450465,MAPK9,9233,associate
esculetin,CP04450465,MAPK9,9233,activate
esculetin,CP04450465,Mmp13,885580,associate
esculetin,CP04450465,Myd88,885580,associate
esculetin,CP04450465,NFE2L2,8839,associate
esculetin,CP04450465,NFKB1,60711,associate
esculetin,CP04450465,NOS2,9365,associate
esculetin,CP04450465,Nos3,885580,associate
esculetin,CP04450465,Nqo1,10181,associate
esculetin,CP04450465,Nqo1,10181,activate
esculetin,CP04450465,PARP1,9606,associate
esculetin,CP04450465,PPARG,60711,associate
esculetin,CP04450465,RELA,9606,associate
esculetin,CP04450465,sod1,215358,associate
esculetin,CP04450465,sp1,48698,inhibit
esculetin,CP04450465,TGFB1,9555,associate
esculetin,CP04450465,Tlr4,885580,associate
esculetin,CP04450465,Tnf,885580,associate
